station_cd,station_name,lon,lat
1134103,井野,139.023247,36.357457
1134104,新前橋,139.046924,36.378936
1134105,前橋,139.072833,36.383399
1134106,前橋大島,139.109557,36.370585
1134107,駒形,139.139483,36.354145
1134108,伊勢崎,139.193704,36.326849
1134109,国定,139.242463,36.359018
1134110,岩宿,139.297058,36.395861
1134111,桐生,139.33319,36.41109
1134112,小俣,139.374416,36.37496
1134113,山前,139.411322,36.347369
1134114,足利,139.456295,36.331888
1134122,あしかがフラワーパーク,139.518611,36.315167
1134115,富田,139.52865,36.316209
1134116,佐野,139.578858,36.316668
1134117,岩舟,139.657955,36.326561
1134118,大平下,139.697264,36.344315
1134119,栃木,139.731037,36.371912
1134120,思川,139.781079,36.351044
1134121,小山,139.806241,36.312747
1134201,高崎,139.012354,36.322239
1134202,高崎問屋町,139.017089,36.346097
1134203,井野,139.023247,36.357457
1134204,新前橋,139.046924,36.378936
1134205,群馬総社,139.032221,36.415574
1134206,八木原,139.019239,36.463738
1134207,渋川,139.008786,36.491251
1134208,敷島,139.033897,36.537636
1134209,津久田,139.042806,36.561063
1134210,岩本,139.047438,36.602184
1134211,沼田,139.035734,36.642513
1134212,後閑,139.000078,36.679547
1134213,上牧,138.984533,36.735616
1134214,水上,138.9688,36.778614
1134215,湯檜曽,138.986209,36.802683
1134216,土合,138.967959,36.830696
1134217,土樽,138.861446,36.875277
1134218,越後中里,138.84846,36.910398
1134219,岩原スキー場前,138.839438,36.924146
1134220,越後湯沢,138.809227,36.935799
1134221,石打,138.804221,36.988663
1134222,大沢,138.82131,37.02117
1134223,上越国際スキー場前,138.827973,37.028755
1134224,塩沢,138.848399,37.041463
1134225,六日町,138.875872,37.067065
1134226,五日町,138.908346,37.1199
1134227,浦佐,138.922798,37.167488
1134228,八色,138.934854,37.191747
1134229,小出,138.953526,37.233581
1134230,越後堀之内,138.928003,37.23913
1134231,北堀之内,138.896372,37.25588
1134232,越後川口,138.861514,37.272983
1134233,小千谷,138.813233,37.309822
1134234,越後滝谷,138.834932,37.368724
1134235,宮内,138.840204,37.422223
1134236,長岡,138.853927,37.447787
1134301,東京,139.766103,35.681391
1134302,上野,139.777043,35.71379
1140101,小淵沢,138.316351,35.863808
1140102,甲斐小泉,138.359402,35.879533
1140103,甲斐大泉,138.409564,35.89624
1140104,清里,138.436589,35.919093
1140105,野辺山,138.474448,35.955289
1140106,信濃川上,138.527345,35.975939
1140107,佐久広瀬,138.519349,36.003724
1140108,佐久海ノ口,138.490807,36.021128
1140109,海尻,138.473536,36.041276
1140110,松原湖,138.470509,36.060995
1140111,小海,138.482806,36.08862
1140112,馬流,138.485963,36.101824
1140113,高岩,138.477438,36.115711
1140114,八千穂,138.477345,36.133281
1140115,海瀬,138.485894,36.155743
1140116,羽黒下,138.489618,36.166411
1140117,青沼,138.489162,36.181259
1140118,臼田,138.488309,36.194013
1140119,龍岡城,138.490708,36.204184
1140120,太田部,138.4878,36.220307
1140121,中込,138.479389,36.23062
1140122,滑津,138.475003,36.238716
1140123,北中込,138.476661,36.254923
1140124,岩村田,138.4724,36.27446
1140125,佐久平,138.464367,36.277929
1140126,中佐都,138.453549,36.280856
1140127,美里,138.450177,36.292243
1140128,三岡,138.44846,36.30415
1140129,乙女,138.440527,36.311371
1140130,東小諸,138.432144,36.317057
1140131,小諸,138.422021,36.326337
1140201,富士,138.651225,35.151497
1140202,柚木,138.639157,35.157468
1140203,竪堀,138.645881,35.168075
1140204,入山瀬,138.647622,35.188276
1140205,富士根,138.63562,35.205251
1140206,源道寺,138.627057,35.214463
1140207,富士宮,138.614924,35.221409
1140208,西富士宮,138.602567,35.225456
1140209,沼久保,138.584283,35.199278
1140210,芝川,138.563845,35.197272
1140211,稲子,138.536892,35.230454
1140212,十島,138.515802,35.230153
1140213,井出,138.490989,35.247449
1140214,寄畑,138.474932,35.264832
1140215,内船,138.465068,35.282183
1140216,甲斐大島,138.45218,35.32817
1140217,身延,138.453021,35.361397
1140218,塩之沢,138.453887,35.379626
1140219,波高島,138.459747,35.418624
1140220,下部温泉,138.472359,35.425751
1140221,甲斐常葉,138.476975,35.444779
1140222,市ノ瀬,138.482154,35.462345
1140223,久那土,138.467391,35.48144
1140224,甲斐岩間,138.463057,35.492539
1140225,落居,138.471256,35.503612
1140226,鰍沢口,138.470916,35.541375
1140227,市川大門,138.493276,35.560451
1140228,市川本町,138.502028,35.560684
1140229,芦川,138.511241,35.563087
1140230,甲斐上野,138.520465,35.569592
1140231,東花輪,138.526935,35.594749
1140232,小井川,138.528523,35.604442
1140233,常永,138.532909,35.616877
1140234,国母,138.552113,35.630567
1140235,甲斐住吉,138.569892,35.63658
1140236,南甲府,138.577274,35.643496
1140237,善光寺,138.589278,35.65985
1140238,金手,138.578845,35.662264
1140239,甲府,138.569015,35.667054
1140301,篠ノ井,138.138046,36.5771
1140302,今井,138.145347,36.595732
1140303,川中島,138.150679,36.614167
1140304,安茂里,138.161791,36.630262
1140305,長野,138.189101,36.643307
1140401,直江津,138.242265,37.170251
1140402,黒井,138.267518,37.1837
1140403,犀潟,138.305154,37.210345
1140404,土底浜,138.324779,37.222719
1140405,潟町,138.339902,37.234135
1140406,上下浜,138.361569,37.252178
1140407,柿崎,138.385933,37.277732
1140408,米山,138.431266,37.316804
1140409,笠島,138.467221,37.335794
1140410,青海川,138.486169,37.346143
1140411,鯨波,138.517263,37.355828
1140412,柏崎,138.556303,37.363495
1140413,茨目,138.586714,37.356986
1140414,安田,138.612057,37.341155
1140415,北条,138.636954,37.338262
1140416,越後広田,138.661243,37.357354
1140417,長鳥,138.684063,37.366405
1140418,塚山,138.729829,37.355114
1140419,越後岩塚,138.756372,37.38629
1140420,来迎寺,138.783523,37.397136
1140421,前川,138.823865,37.401795
1140422,宮内,138.840204,37.422223
1140423,長岡,138.853927,37.447787
1140424,北長岡,138.86247,37.468768
1140425,押切,138.880988,37.50467
1140426,見附,138.904792,37.540094
1140427,帯織,138.92848,37.572975
1140428,東光寺,138.942956,37.593098
1140429,三条,138.960593,37.620962
1140430,東三条,138.973703,37.628491
1140431,保内,139.014608,37.639322
1140432,加茂,139.048959,37.658806
1140433,羽生田,139.060715,37.693613
1140434,田上,139.074599,37.719035
1140435,矢代田,139.095654,37.748863
1140436,古津,139.114252,37.7727
1140437,新津,139.121445,37.800383
1140438,さつき野,139.117466,37.812731
1140439,荻川,139.111477,37.833307
1140440,亀田,139.108065,37.877154
1140441,越後石山,139.095429,37.896407
1140442,新潟,139.060869,37.912299
1140601,新潟,139.060869,37.912299
1140602,東新潟,139.108685,37.908773
1140603,大形,139.129272,37.915518
1140604,新崎,139.158558,37.922478
1140605,早通,139.178173,37.92109
1140606,豊栄,139.215347,37.919351
1140607,黒山,139.241177,37.937128
1140608,佐々木,139.270099,37.949716
1140609,西新発田,139.303474,37.942097
1140610,新発田,139.335189,37.94412
1140701,長野,138.189101,36.643307
1140702,北長野,138.222534,36.665123
1140703,三才,138.244079,36.686674
1140704,豊野,138.274458,36.710642
1140705,信濃浅野,138.294784,36.722011
1140706,立ケ花,138.307057,36.731257
1140707,上今井,138.319478,36.753947
1140708,替佐,138.323385,36.768999
1140709,蓮,138.349026,36.80888
1140710,飯山,138.359335,36.847642
1140711,北飯山,138.363765,36.85883
1140712,信濃平,138.378479,36.884918
1140713,戸狩野沢温泉,138.392952,36.916673
1140714,上境,138.419151,36.937916
1140715,上桑名川,138.441204,36.962559
1140716,桑名川,138.458007,36.975882
1140717,西大滝,138.480872,36.979169
1140718,信濃白鳥,138.50302,36.983591
1140719,平滝,138.533723,36.986041
1140720,横倉,138.55031,36.979875
1140721,森宮野原,138.57733,36.989447
1140722,足滝,138.603625,36.998958
1140723,越後田中,138.627058,37.005316
1140724,津南,138.639326,37.023503
1140725,越後鹿渡,138.671592,37.048054
1140726,越後田沢,138.694731,37.055387
1140727,越後水沢,138.718056,37.074324
1140728,土市,138.72951,37.097457
1140729,十日町,138.756188,37.134562
1140730,魚沼中条,138.772491,37.159467
1140731,下条,138.779989,37.198324
1140732,越後岩沢,138.797097,37.240753
1140733,内ケ巻,138.851833,37.250008
1140734,越後川口,138.861514,37.272983
1140801,柏崎,138.556303,37.363495
1140802,東柏崎,138.565802,37.373867
1140803,西中通,138.592651,37.392456
1140804,荒浜,138.601752,37.404699
1140805,刈羽,138.61955,37.430047
1140806,西山,138.64177,37.448375
1140807,礼拝,138.66392,37.459221
1140808,石地,138.688101,37.484132
1140809,小木ノ城,138.70402,37.515431
1140810,出雲崎,138.716291,37.531857
1140811,妙法寺,138.742037,37.566405
1140812,小島谷,138.771225,37.57455
1140813,桐原,138.792279,37.601553
1140814,寺泊,138.814519,37.620349
1140815,分水,138.839038,37.629032
1140816,粟生津,138.873484,37.653988
1140817,南吉田,138.870984,37.671999
1140818,吉田,138.878377,37.687111
1140819,北吉田,138.882209,37.702037
1140820,岩室,138.879881,37.721382
1140821,巻,138.889506,37.756753
1140822,越後曽根,138.911094,37.793544
1140823,越後赤塚,138.908201,37.816008
1140824,内野西が丘,138.926647,37.846355
1140825,内野,138.936615,37.85824
1140826,新潟大学前,138.95442,37.869178
1140827,寺尾,138.973742,37.879106
1140828,小針,138.991359,37.889591
1140829,青山,139.000813,37.898546
1140830,関屋,139.015087,37.906015
1140831,白山,139.029955,37.911829
1140832,新潟,139.060869,37.912299
1140901,松本,137.96445,36.230393
1140902,北松本,137.960983,36.236971
1140903,島内,137.944817,36.246991
1140904,島高松,137.931576,36.246322
1140905,梓橋,137.918027,36.250162
1140906,一日市場,137.904136,36.2596
1140907,中萱,137.903353,36.273434
1140908,南豊科,137.903457,36.291124
1140909,豊科,137.900896,36.299957
1140910,柏矢町,137.888349,36.322529
1140911,穂高,137.881869,36.33906
1140912,有明,137.878236,36.359949
1140913,安曇追分,137.872736,36.371795
1140914,細野,137.865722,36.397107
1140915,北細野,137.862725,36.406439
1140916,信濃松川,137.858631,36.424456
1140917,安曇沓掛,137.854784,36.447795
1140918,信濃常盤,137.847148,36.467403
1140919,南大町,137.856269,36.491536
1140920,信濃大町,137.861674,36.50031
1140921,北大町,137.857913,36.517558
1140922,信濃木崎,137.846189,36.535643
1140923,稲尾,137.842575,36.554058
1140924,海ノ口,137.841824,36.565652
1140925,簗場,137.844724,36.594666
1140927,南神城,137.841551,36.637105
1140928,神城,137.846586,36.658287
1140929,飯森,137.85006,36.670563
1140930,白馬,137.863819,36.695922
1140931,信濃森上,137.871991,36.711132
1140932,白馬大池,137.885531,36.739918
1140933,千国,137.900895,36.763249
1140934,南小谷,137.908372,36.774604
1140935,中土,137.907879,36.80558
1140936,北小谷,137.906451,36.842567
1140937,平岩,137.86561,36.88688
1140938,小滝,137.85945,36.938155
1140939,根知,137.86711,36.966683
1140940,頸城大野,137.872447,37.006124
1140941,姫川,137.860914,37.020339
1140942,糸魚川,137.861311,37.043631
1141001,弥彦,138.831761,37.699161
1141002,矢作,138.851669,37.690649
1141003,吉田,138.878377,37.687111
1141004,西燕,138.909232,37.679819
1141005,燕,138.928419,37.667613
1141006,燕三条,138.939274,37.648824
1141007,北三条,138.956006,37.632702
1141008,東三条,138.973703,37.628491
1141101,名古屋,136.881637,35.170694
1141102,金山,136.900517,35.142928
1141103,鶴舞,136.917436,35.156416
1141104,千種,136.930665,35.170168
1141105,大曽根,136.937161,35.191508
1141106,新守山,136.951207,35.207283
1141107,勝川,136.956285,35.22982
1141108,春日井,136.985307,35.243139
1141109,神領,137.010006,35.256234
1141110,高蔵寺,137.043766,35.26434
1141111,定光寺,137.080981,35.278015
1141112,古虎渓,137.101011,35.302955
1141113,多治見,137.120294,35.334774
1141114,土岐市,137.182082,35.359708
1141115,瑞浪,137.252017,35.369081
1141116,釜戸,137.30501,35.411103
1141117,武並,137.35417,35.437938
1141118,恵那,137.407764,35.455063
1141119,美乃坂本,137.450364,35.479286
1141120,中津川,137.502867,35.50036
1141121,落合川,137.530034,35.525116
1141122,坂下,137.531094,35.574218
1141123,田立,137.54893,35.588281
1141124,南木曽,137.608672,35.598896
1141125,十二兼,137.617569,35.645418
1141126,野尻,137.636152,35.673042
1141127,大桑,137.664224,35.684477
1141128,須原,137.694844,35.69769
1141129,倉本,137.714338,35.732939
1141130,上松,137.693283,35.784068
1141131,木曽福島,137.69343,35.843669
1141132,原野,137.741536,35.871245
1141133,宮ノ越,137.763794,35.888337
1141134,藪原,137.784368,35.930152
1141135,奈良井,137.816195,35.969476
1141136,木曽平沢,137.832613,35.979108
1141137,贄川,137.86091,36.014008
1141138,日出塩,137.894804,36.049004
1141139,洗馬,137.916842,36.087164
1141140,塩尻,137.947961,36.114364
1141201,塩尻,137.947961,36.114364
1141202,広丘,137.949578,36.148032
1141203,村井,137.956007,36.174226
1141215,平田,137.962017,36.191161
1141204,南松本,137.969505,36.210447
1141205,松本,137.96445,36.230393
1141206,田沢,137.941029,36.301583
1141207,明科,137.929967,36.353948
1141208,西条,138.012377,36.400353
1141209,坂北,138.015754,36.430663
1141210,聖高原,138.047603,36.455069
1141211,冠着,138.079223,36.457215
1141212,姨捨,138.093388,36.502649
1141213,稲荷山,138.108061,36.552633
1141214,篠ノ井,138.138046,36.5771
1141301,豊橋,137.382128,34.762734
1141302,船町,137.374001,34.775809
1141303,下地,137.370612,34.780939
1141304,小坂井,137.363056,34.797544
1141305,牛久保,137.381671,34.808563
1141306,豊川,137.397157,34.822519
1141307,三河一宮,137.414549,34.847911
1141308,長山,137.431458,34.864449
1141309,江島,137.441518,34.868029
1141310,東上,137.455236,34.876278
1141311,野田城,137.477861,34.889282
1141312,新城,137.49304,34.901112
1141313,東新町,137.502928,34.906129
1141314,茶臼山,137.514424,34.910334
1141315,三河東郷,137.527242,34.912224
1141316,大海,137.548682,34.930164
1141317,鳥居,137.551537,34.920834
1141318,長篠城,137.565,34.92599
1141319,本長篠,137.576848,34.932664
1141320,三河大野,137.602987,34.952038
1141321,湯谷温泉,137.613026,34.970516
1141322,三河槙原,137.621022,34.988589
1141323,柿平,137.644048,34.990587
1141324,三河川合,137.663991,35.001722
1141325,池場,137.704066,35.024418
1141326,東栄,137.713812,35.02901
1141327,出馬,137.744276,35.049322
1141328,上市場,137.752364,35.050202
1141329,浦川,137.763608,35.056355
1141330,早瀬,137.775126,35.060521
1141331,下川合,137.786422,35.069321
1141332,中部天竜,137.802898,35.085283
1141333,佐久間,137.809783,35.091877
1141334,相月,137.854345,35.114988
1141335,城西,137.86198,35.131569
1141336,向市場,137.869446,35.154067
1141337,水窪,137.870501,35.163371
1141338,大嵐,137.818509,35.190466
1141339,小和田,137.835971,35.209862
1141340,中井侍,137.834912,35.235913
1141341,伊那小沢,137.834709,35.25406
1141342,鶯巣,137.832595,35.267286
1141343,平岡,137.853574,35.273652
1141344,為栗,137.848503,35.311687
1141345,温田,137.841294,35.336273
1141346,田本,137.837922,35.348988
1141347,門島,137.814151,35.375306
1141348,唐笠,137.810254,35.402338
1141349,金野,137.817149,35.419128
1141350,千代,137.816754,35.428949
1141351,天竜峡,137.81732,35.441114
1141401,天竜峡,137.81732,35.441114
1141402,川路,137.815564,35.452946
1141403,時又,137.82776,35.46402
1141404,駄科,137.839625,35.4754
1141405,毛賀,137.839332,35.487445
1141406,伊那八幡,137.84154,35.49683
1141407,下山村,137.83959,35.50426
1141408,鼎,137.828383,35.506726
1141409,切石,137.809098,35.512339
1141410,飯田,137.821244,35.519544
1141411,桜町,137.829601,35.522147
1141412,伊那上郷,137.838984,35.520164
1141413,元善光寺,137.861375,35.533843
1141414,下市田,137.87641,35.544165
1141415,市田,137.886578,35.549325
1141416,下平,137.895922,35.572597
1141417,山吹,137.903282,35.577758
1141418,伊那大島,137.913222,35.595698
1141419,上片桐,137.904064,35.617583
1141420,伊那田島,137.910338,35.627221
1141421,高遠原,137.90055,35.644693
1141422,七久保,137.911346,35.654645
1141423,伊那本郷,137.93248,35.66543
1141424,飯島,137.929004,35.677571
1141425,田切,137.933092,35.695613
1141426,伊那福岡,137.93398,35.712233
1141427,小町屋,137.935207,35.726781
1141428,駒ケ根,137.936862,35.736219
1141429,大田切,137.940159,35.748162
1141430,宮田,137.938897,35.76726
1141431,赤木,137.943943,35.777887
1141432,沢渡,137.944035,35.803681
1141433,下島,137.940055,35.812706
1141434,伊那市,137.959196,35.838435
1141435,伊那北,137.964368,35.84524
1141436,田畑,137.97781,35.860791
1141437,北殿,137.984059,35.879377
1141438,木ノ下,137.988022,35.900892
1141439,伊那松島,137.988647,35.913865
1141440,沢,137.985477,35.936385
1141441,羽場,137.985126,35.953094
1141442,伊那新町,137.984056,35.9688
1141443,宮木,137.990509,35.976247
1141444,辰野,137.997238,35.984565
1141501,米原,136.289992,35.314657
1141502,坂田,136.287743,35.335777
1141503,田村,136.281813,35.356307
1141504,長浜,136.264901,35.378828
1141505,虎姫,136.257385,35.424539
1141506,河毛,136.249519,35.448425
1141507,高月,136.237716,35.470337
1141508,木ノ本,136.221706,35.505933
1141509,余呉,136.197591,35.53382
1141510,近江塩津,136.151236,35.53978
1141511,新疋田,136.100558,35.594239
1141512,敦賀,136.076488,35.644767
1141513,南今庄,136.184723,35.757424
1141514,今庄,136.199279,35.772947
1141515,湯尾,136.193007,35.803251
1141516,南条,136.193391,35.831956
1141517,王子保,136.165595,35.866259
1141518,武生,136.170913,35.903254
1141519,鯖江,136.188852,35.943355
1141520,北鯖江,136.198452,35.971496
1141521,大土呂,136.216519,36.010546
1141522,越前花堂,136.218073,36.038771
1141523,福井,136.223516,36.062057
1141524,森田,136.222516,36.109381
1141525,春江,136.228487,36.129004
1141526,丸岡,136.233502,36.162595
1141527,芦原温泉,136.235069,36.214542
1141528,細呂木,136.256968,36.24125
1141529,牛ノ谷,136.281618,36.259409
1141530,大聖寺,136.314205,36.300311
1141531,加賀温泉,136.350337,36.320562
1141532,動橋,136.383027,36.328428
1141533,粟津,136.424544,36.35575
1141534,小松,136.452926,36.402545
1141535,明峰,136.463114,36.425302
1141536,能美根上,136.459721,36.452053
1141537,小舞子,136.474925,36.476371
1141538,美川,136.489205,36.486001
1141539,加賀笠間,136.527434,36.502935
1141540,松任,136.566205,36.526706
1141541,野々市,136.598044,36.541644
1141542,西金沢,136.621225,36.553212
1141543,金沢,136.648166,36.578117
1141601,岐阜,136.756514,35.409532
1141602,長森,136.802981,35.402024
1141603,那加,136.835466,35.400538
1141604,蘇原,136.871434,35.403167
1141605,各務ケ原,136.901106,35.403812
1141606,鵜沼,136.945122,35.397897
1141607,坂祝,136.976868,35.426359
1141608,美濃太田,137.019467,35.445617
1141609,古井,137.047497,35.457295
1141610,中川辺,137.065086,35.487143
1141611,下麻生,137.087157,35.514973
1141612,上麻生,137.11863,35.541293
1141613,白川口,137.184824,35.579345
1141614,下油井,137.183137,35.633214
1141615,飛騨金山,137.164333,35.662118
1141616,焼石,137.200404,35.725763
1141617,下呂,137.239778,35.805345
1141618,禅昌寺,137.225184,35.848937
1141619,飛騨萩原,137.213568,35.874766
1141620,上呂,137.204562,35.910717
1141621,飛騨宮田,137.235595,35.928443
1141622,飛騨小坂,137.257084,35.950749
1141623,渚,137.287894,36.001416
1141624,久々野,137.276778,36.052273
1141625,飛騨一ノ宮,137.247588,36.08836
1141626,高山,137.251301,36.140574
1141627,上枝,137.245789,36.18095
1141628,飛騨国府,137.215895,36.211001
1141629,飛騨古川,137.189681,36.236727
1141630,杉崎,137.168638,36.250003
1141631,飛騨細江,137.146029,36.260926
1141632,角川,137.113223,36.30016
1141633,坂上,137.140979,36.327902
1141634,打保,137.181902,36.383737
1141635,杉原,137.192102,36.415806
1141636,猪谷,137.237975,36.471625
1141637,楡原,137.22872,36.529323
1141638,笹津,137.211437,36.562129
1141639,東八尾,137.174978,36.589645
1141640,越中八尾,137.138379,36.591391
1141641,千里,137.132396,36.634678
1141642,速星,137.160428,36.664135
1141645,婦中鵜坂,137.167625,36.676084
1141643,西富山,137.177029,36.699331
1141644,富山,137.213091,36.701384
1141701,高岡,137.015274,36.740948
1141714,新高岡,137.010459,36.727004
1141702,二塚,137.006141,36.714339
1141703,林,136.999379,36.704504
1141704,戸出,136.983898,36.684323
1141705,油田,136.970372,36.655124
1141706,砺波,136.953648,36.636424
1141707,東野尻,136.9435,36.618573
1141708,高儀,136.936007,36.606697
1141709,福野,136.923166,36.588541
1141710,東石黒,136.898166,36.57605
1141711,福光,136.878135,36.558121
1141712,越中山田,136.887522,36.538513
1141713,城端,136.901673,36.522012
1141801,高岡,137.015274,36.740948
1141802,越中中川,137.027851,36.749764
1141803,能町,137.039885,36.768259
1141804,伏木,137.05853,36.792306
1141805,越中国分,137.050729,36.805361
1141806,雨晴,137.037583,36.816484
1141807,島尾,137.01269,36.828423
1141808,氷見,136.990631,36.849899
1141901,津幡,136.730759,36.657895
1141902,中津幡,136.740279,36.67156
1141903,本津幡,136.732202,36.676673
1141904,能瀬,136.719898,36.693152
1141905,宇野気,136.70306,36.722795
1141906,横山,136.71685,36.747739
1141907,高松,136.728823,36.768541
1141908,免田,136.747581,36.795806
1141909,宝達,136.762229,36.819875
1141910,敷浪,136.773455,36.848094
1141911,南羽咋,136.774631,36.870324
1141912,羽咋,136.783332,36.897073
1141913,千路,136.801195,36.928139
1141914,金丸,136.835874,36.943344
1141915,能登部,136.869403,36.960867
1141916,良川,136.894628,36.976662
1141917,能登二宮,136.917389,36.984824
1141918,徳田,136.930295,37.007449
1141919,七尾,136.964501,37.041613
1141920,和倉温泉,136.925884,37.074663
1142101,福井,136.223516,36.062057
1142102,越前花堂,136.218073,36.038771
1142103,六条,136.239594,36.028175
1142104,足羽,136.253607,36.020821
1142105,越前東郷,136.273561,36.018185
1142106,一乗谷,136.2974,36.013679
1142107,越前高田,136.318669,36.024759
1142108,市波,136.330463,36.019813
1142109,小和清水,136.351085,36.01732
1142110,美山,136.365082,35.998567
1142111,越前薬師,136.384336,36.005283
1142112,越前大宮,136.409694,36.000064
1142113,計石,136.434767,35.997589
1142114,牛ケ原,136.467349,35.998567
1142115,北大野,136.48795,35.997992
1142116,越前大野,136.496877,35.983294
1142117,越前田野,136.526884,35.987048
1142118,越前富田,136.541233,35.9909
1142119,下唯野,136.56027,35.974208
1142120,柿ケ島,136.570938,35.97243
1142121,勝原,136.597151,35.967512
1142122,越前下山,136.634832,35.920356
1142123,九頭竜湖,136.66146,35.90449
1142201,東舞鶴,135.394788,35.468601
1142202,松尾寺,135.450133,35.486018
1142203,青郷,135.4998,35.481584
1142204,三松,135.520561,35.488767
1142205,若狭高浜,135.547588,35.486423
1142206,若狭和田,135.581564,35.488664
1142207,若狭本郷,135.618834,35.482616
1142208,加斗,135.666145,35.480672
1142209,勢浜,135.708039,35.481192
1142210,小浜,135.745672,35.491643
1142211,東小浜,135.781053,35.485234
1142212,新平野,135.807198,35.473069
1142213,上中,135.855728,35.463638
1142214,若狭有田,135.868377,35.485536
1142215,大鳥羽,135.866872,35.504839
1142216,十村,135.896591,35.51595
1142217,藤井,135.906274,35.532198
1142218,三方,135.909259,35.555282
1142219,気山,135.909531,35.584887
1142220,美浜,135.936496,35.605138
1142221,東美浜,135.985614,35.614039
1142222,粟野,136.027225,35.617234
1142223,西敦賀,136.067787,35.617975
1142224,敦賀,136.076488,35.644767
1150101,熱海,139.077679,35.103573
1150102,函南,138.970984,35.108773
1150103,三島,138.911133,35.126253
1150104,沼津,138.860104,35.103011
1150105,片浜,138.818937,35.11825
1150106,原,138.793387,35.124915
1150107,東田子の浦,138.745441,35.136255
1150108,吉原,138.702768,35.143845
1150109,富士,138.651225,35.151497
1150110,富士川,138.618571,35.141119
1150111,新蒲原,138.608117,35.119599
1150112,蒲原,138.582752,35.114005
1150113,由比,138.552756,35.097108
1150114,興津,138.521865,35.052539
1150115,清水,138.488958,35.023248
1150116,草薙,138.442025,35.002854
1150117,東静岡,138.413118,34.985256
1150118,静岡,138.388579,34.971629
1150119,安倍川,138.364029,34.940961
1150120,用宗,138.36006,34.922512
1150121,焼津,138.318457,34.872261
1150122,西焼津,138.28552,34.859824
1150123,藤枝,138.252748,34.849511
1150124,六合,138.203502,34.836436
1150125,島田,138.173436,34.830159
1150126,金谷,138.125578,34.819049
1150127,菊川,138.085648,34.76176
1150128,掛川,138.014937,34.769463
1150129,愛野,137.961663,34.752257
1150130,袋井,137.92596,34.741377
1150135,御厨,137.885,34.7183
1150131,磐田,137.852244,34.710132
1150132,豊田町,137.82013,34.7121
1150133,天竜川,137.77923,34.716994
1150134,浜松,137.734759,34.703866
1150201,浜松,137.734759,34.703866
1150203,高塚,137.681303,34.690425
1150204,舞阪,137.626422,34.685701
1150205,弁天島,137.603058,34.690125
1150206,新居町,137.568953,34.694276
1150207,鷲津,137.546116,34.716819
1150208,新所原,137.484399,34.723205
1150209,二川,137.438966,34.725809
1150210,豊橋,137.382128,34.762734
1150211,西小坂井,137.352499,34.79708
1150212,愛知御津,137.316492,34.812624
1150213,三河大塚,137.28287,34.815744
1150214,三河三谷,137.247795,34.818546
1150215,蒲郡,137.226459,34.823078
1150216,三河塩津,137.201261,34.825295
1150217,三ケ根,137.176348,34.836449
1150218,幸田,137.16447,34.859926
1150242,相見,137.160389,34.886833
1150219,岡崎,137.157243,34.925417
1150220,西岡崎,137.123187,34.946572
1150221,安城,137.08716,34.959986
1150222,三河安城,137.060918,34.96968
1150223,東刈谷,137.043525,34.97741
1150240,野田新町,137.026355,34.984212
1150224,刈谷,137.008878,34.991156
1150225,逢妻,136.990544,34.998215
1150226,大府,136.961727,35.008665
1150227,共和,136.954599,35.035245
1150241,南大高,136.948244,35.055403
1150228,大高,136.940242,35.069244
1150229,笠寺,136.926321,35.095113
1150230,熱田,136.910502,35.130028
1150231,金山,136.90075,35.143323
1150232,尾頭橋,136.89102,35.146981
1150233,名古屋,136.881637,35.170694
1150234,枇杷島,136.861816,35.198681
1150235,清洲,136.834529,35.225406
1150236,稲沢,136.820942,35.252994
1150237,尾張一宮,136.797567,35.301765
1150238,木曽川,136.780726,35.349319
1150239,岐阜,136.756514,35.409532
1150301,岐阜,136.756514,35.409532
1150302,西岐阜,136.72341,35.404664
1150303,穂積,136.693834,35.396345
1150304,大垣,136.618288,35.367096
1150305,荒尾,136.583276,35.373454
1150306,美濃赤坂,136.582129,35.386677
1150307,垂井,136.531246,35.369587
1150308,関ケ原,136.470451,35.363726
1150309,柏原,136.402767,35.344593
1150310,近江長岡,136.373775,35.359307
1150311,醒ケ井,136.345135,35.327664
1150312,米原,136.289992,35.314657
1150401,熱海,139.077679,35.103573
1150402,来宮,139.065575,35.098723
1150403,伊豆多賀,139.066847,35.059411
1150404,網代,139.081245,35.043545
1150405,宇佐美,139.079778,35.005602
1150406,伊東,139.092125,34.9747
1150501,国府津,139.212932,35.280832
1150502,下曽我,139.183395,35.303554
1150503,上大井,139.163508,35.321883
1150504,相模金子,139.150753,35.33364
1150505,松田,139.137417,35.346843
1150506,東山北,139.10765,35.357637
1150507,山北,139.080212,35.360808
1150508,谷峨,139.038234,35.366561
1150509,駿河小山,138.997689,35.359113
1150510,足柄,138.981687,35.332233
1150511,御殿場,138.93424,35.299933
1150512,南御殿場,138.925789,35.277269
1150513,富士岡,138.920504,35.257299
1150514,岩波,138.919296,35.21498
1150515,裾野,138.909293,35.171372
1150516,長泉なめり,138.899364,35.147633
1150517,下土狩,138.895126,35.128379
1150518,大岡,138.881988,35.116158
1150519,沼津,138.860104,35.103011
1150601,大府,136.961727,35.008665
1150602,尾張森岡,136.970279,34.993826
1150603,緒川,136.971899,34.981372
1150604,石浜,136.972932,34.967813
1150605,東浦,136.970725,34.949574
1150606,亀崎,136.961058,34.918986
1150607,乙川,136.941344,34.903306
1150608,半田,136.930462,34.894167
1150609,東成岩,136.923416,34.874279
1150610,武豊,136.921244,34.853507
1150701,多治見,137.120294,35.334774
